title,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,listing_url,price_per_m2,property_age,floor_group,price_segment,surface_segment,city_district,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
Appartement à vendre 105 m² El Andalous,370000.0,Oujda,Andalous,105.0,2.0,2.0,0.0,,https://www.avito.ma/fr/andalous/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_El_Andalous_57755402.htm,3523.81,,Ground floor,Budget,Large,Oujda | Andalous,1,1,1,1,1,0,1,0
Appartement à vendre à Temara,1200000.0,Rabat,Autre Secteur,107.0,3.0,2.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_57812272.htm,11214.95,,Low floor,Upper mid-range,Large,Rabat | Autre Secteur,1,1,1,1,1,0,0,0
Appartement meublé à vendre Hay Azdihar,560000.0,Marrakech,Hay Izdihar,60.0,2.0,1.0,3.0,,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_Hay_Azdihar_57758375.htm,9333.33,,Mid floor,Mid-range,Medium,Marrakech | Hay Izdihar,1,1,1,1,1,0,0,0
Appartement à vendre 100²m à Oujda,380000.0,Oujda,Autre Secteur,,4.0,1.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100%C2%B2m_%C3%A0_Oujda_54393399.htm,,,Low floor,Budget,Unknown,Oujda | Autre Secteur,1,0,1,1,1,0,0,0
Appartement à vendre,459000.0,Tanger,La Nouvelle Ville Ibn Battouta,65.0,3.0,2.0,4.0,,https://www.avito.ma/fr/la_nouvelle_ville_ibn_battouta/appartements/Appartement_%C3%A0_vendre_57016777.htm,7061.54,,Mid floor,Budget,Medium,Tanger | La Nouvelle Ville Ibn Battouta,1,1,1,1,1,0,0,0
Appartement à vendre 65 m Mdiq 4 min à pied plage,480000.0,M'Diq,Toute la ville,60.0,2.0,1.0,1.0,,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_65_m_Mdiq_4_min_%C3%A0_pied_plage_57822237.htm,8000.0,,Low floor,Budget,Medium,M'Diq | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 130 m² à plage des nations,1850000.0,Sidi Bouknadel,Toute la ville,130.0,2.0,2.0,0.0,,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_vendre_130_m%C2%B2_%C3%A0_plage_des_nations_56055121.htm,14230.77,,Ground floor,Upper mid-range,Large,Sidi Bouknadel | Toute la ville,1,1,1,1,1,0,1,0
Appartement à vendre au 1er étage à Tamaris Aqua-parc,360000.0,Tamaris,Toute la ville,,2.0,1.0,1.0,,https://www.avito.ma/fr/tamaris/appartements/Appartement_%C3%A0_vendre_au_1er_%C3%A9tage_%C3%A0_Tamaris_Aqua_parc_51522778.htm,,,Low floor,Budget,Unknown,Tamaris | Toute la ville,1,0,1,1,1,0,0,0
Appartement à vendre 100 m² à Tétouan,1245000.0,Tétouan,Autre Secteur,110.0,3.0,2.0,5.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_T%C3%A9touan_57616531.htm,11318.18,,Mid floor,Upper mid-range,Large,Tétouan | Autre Secteur,1,1,1,1,1,0,0,0
Appt 3 ch salon à vendre à Val Fleuri,1800000.0,Casablanca,Val Fleuri,126.0,3.0,2.0,2.0,,https://www.avito.ma/fr/val_fleuri/appartements/Appt_3_ch_salon_%C3%A0_vendre_%C3%A0_Val_Fleuri_56660584.htm,14285.71,,Low floor,Upper mid-range,Large,Casablanca | Val Fleuri,1,1,1,1,1,0,0,0
Appartement à vendre 63 m² à Sidi Rahal,480000.0,Sidi Rahal,Toute la ville,63.0,2.0,1.0,1.0,,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Sidi_Rahal_57776726.htm,7619.05,,Low floor,Budget,Medium,Sidi Rahal | Toute la ville,1,1,1,1,1,0,0,0
Spacieux appartement à vendre meublé,1350000.0,Marrakech,Victor Hugo,54.0,1.0,1.0,4.0,,https://www.avito.ma/fr/victor_hugo/appartements/Spacieux_appartement_%C3%A0_vendre_meubl%C3%A9_57711710.htm,25000.0,,Mid floor,Upper mid-range,Medium,Marrakech | Victor Hugo,1,1,1,1,1,0,0,0
Appartement à vendre pas de semsar,600000.0,Mohammedia,Nassim,70.0,2.0,1.0,1.0,,https://www.avito.ma/fr/nassim/appartements/Appartement_%C3%A0_vendre_pas_de_semsar_57773761.htm,8571.43,,Low floor,Mid-range,Medium,Mohammedia | Nassim,1,1,1,1,1,0,0,0
Appartement à vendre 80 m² à Oujda,460000.0,Oujda,Centre Ville,80.0,2.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_54393862.htm,5750.0,,Low floor,Budget,Medium,Oujda | Centre Ville,1,1,1,1,1,0,0,0
Appartement à vendre 100 m² à Oujda,460000.0,Oujda,Hay Zitoune,100.0,3.0,2.0,1.0,,https://www.avito.ma/fr/hay_zitoune/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Oujda_54904183.htm,4600.0,,Low floor,Budget,Large,Oujda | Hay Zitoune,1,1,1,1,1,0,0,0
Appart 3ch 2sa blc 150m2 à vendre 2Mars,2200000.0,Casablanca,2 Mars,150.0,3.0,2.0,5.0,,https://www.avito.ma/fr/2_mars/appartements/Appart_3ch_2sa_blc_150m2_%C3%A0_vendre_2Mars_56889308.htm,14666.67,,Mid floor,Premium,Very large,Casablanca | 2 Mars,1,1,1,1,1,0,0,0
"Appartement à vendre 181 m² avec terrasse, Racine",3100000.0,Casablanca,Racine,181.0,3.0,3.0,0.0,,https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_181_m%C2%B2_avec_terrasse__Racine_57800891.htm,17127.07,,Ground floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,1,0
Appartement à Atlas golf Resort à Marrakech,2100000.0,Marrakech,Annakhil,140.0,2.0,2.0,1.0,,https://www.avito.ma/fr/annakhil/appartements/Appartement_%C3%A0_Atlas_golf_Resort_%C3%A0_Marrakech_57615030.htm,15000.0,,Low floor,Premium,Large,Marrakech | Annakhil,1,1,1,1,1,0,0,0
Appartements à vendre lotissement Al Dha.,390000.0,Laâyoune,Toute la ville,86.0,2.0,1.0,1.0,,https://www.avito.ma/fr/la%C3%A2youne/appartements/Appartements_%C3%A0_vendre_lotissement_Al_Dha__57697598.htm,4534.88,,Low floor,Budget,Medium,Laâyoune | Toute la ville,1,1,1,1,1,0,0,0
Saidia AP2 - Appart de 118m² – proche du Golf,960000.0,Saidia,Toute la ville,118.0,2.0,2.0,1.0,,https://www.avito.ma/fr/saidia/appartements/Saidia_AP2___Appart_de_118m%C2%B2___proche_du_Golf_57775425.htm,8135.59,,Low floor,Mid-range,Large,Saidia | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 75 m² à Oujda,270000.0,Oujda,Autre Secteur,75.0,4.0,1.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Oujda_55095473.htm,3600.0,,Low floor,Budget,Medium,Oujda | Autre Secteur,1,1,1,1,1,0,0,0
Appartements à vendre près de la station routière Hararine,570000.0,Tanger,Aharrarine,60.0,2.0,1.0,3.0,,https://www.avito.ma/fr/aharrarine/appartements/Appartements_%C3%A0_vendre_pr%C3%A8s_de_la_station_routi%C3%A8re_Hararine_57030000.htm,9500.0,,Mid floor,Mid-range,Medium,Tanger | Aharrarine,1,1,1,1,1,0,0,0
Appartement à vendre 150 m² à Agadir,1900000.0,Agadir,Haut-Founty,150.0,4.0,2.0,0.0,,https://www.avito.ma/fr/haut_founty/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Agadir_57712745.htm,12666.67,,Ground floor,Upper mid-range,Very large,Agadir | Haut-Founty,1,1,1,1,1,0,1,0
Appartement à vendre 89m² à H M Casablanca,850000.0,Casablanca,Hay Mohammadi,89.0,2.0,2.0,4.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_89m%C2%B2_%C3%A0_H_M_Casablanca_55797652.htm,9550.56,,Mid floor,Mid-range,Medium,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement à vendre 74 m² à Oujda,350000.0,Oujda,Hay Zitoune,74.0,2.0,1.0,2.0,,https://www.avito.ma/fr/hay_zitoune/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Oujda_54392874.htm,4729.73,,Low floor,Budget,Medium,Oujda | Hay Zitoune,1,1,1,1,1,0,0,0
Rez de jardin à vendre 107 m² vue sur piscine,1900000.0,Marrakech,Route De Casablanca,107.0,2.0,2.0,0.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/Rez_de_jardin_%C3%A0_vendre_107_m%C2%B2_vue_sur_piscine_57648716.htm,17757.01,,Ground floor,Upper mid-range,Large,Marrakech | Route De Casablanca,1,1,1,1,1,0,1,0
Appartement 100 m² à Oujda,470000.0,Oujda,Centre Ville,100.0,3.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_100_m%C2%B2_%C3%A0_Oujda_56030081.htm,4700.0,,Low floor,Budget,Large,Oujda | Centre Ville,1,1,1,1,1,0,0,0
Appartement à vendre 90 m² à Oujda,290000.0,Oujda,Agdal,130.0,3.0,1.0,2.0,,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Oujda_57359130.htm,2230.77,,Low floor,Budget,Large,Oujda | Agdal,1,1,1,1,1,0,0,0
Appartement 83m² salon 3ch à vendre Hay Adil Casa,620000.0,Casablanca,Hay Mohammadi,83.0,3.0,1.0,3.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_83m%C2%B2_salon_3ch_%C3%A0_vendre_Hay_Adil_Casa_55959045.htm,7469.88,,Mid floor,Mid-range,Medium,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement à vendre CGI redéhousse,320000.0,Oujda,Cgi,,2.0,1.0,0.0,,https://www.avito.ma/fr/cgi/appartements/Appartement_%C3%A0_vendre_CGI_red%C3%A9housse_55224256.htm,,,Ground floor,Budget,Unknown,Oujda | Cgi,1,0,1,1,1,0,1,0
Appartement à vendre 124m² Roche Noire Casablanca,1050000.0,Casablanca,Roches Noires,124.0,2.0,2.0,1.0,,https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_124m%C2%B2_Roche_Noire_Casablanca_54971172.htm,8467.74,,Low floor,Upper mid-range,Large,Casablanca | Roches Noires,1,1,1,1,1,0,0,0
Appartement à vendre 58 m Mdiq 4 min à pied plage,490000.0,M'Diq,Toute la ville,58.0,2.0,1.0,1.0,,https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_58_m_Mdiq_4_min_%C3%A0_pied_plage_57822302.htm,8448.28,,Low floor,Budget,Medium,M'Diq | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre,950000.0,Tanger,Centre,75.0,2.0,1.0,6.0,,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_57799376.htm,12666.67,,High floor,Mid-range,Medium,Tanger | Centre,1,1,1,1,1,0,0,0
Vente appartement,660000.0,Casablanca,Sidi Othmane,,2.0,1.0,2.0,,https://www.avito.ma/fr/sidi_othmane/appartements/Vente_appartement_57844595.htm,,,Low floor,Mid-range,Unknown,Casablanca | Sidi Othmane,1,0,1,1,1,0,0,0
Appartement 1er chouka à vendre 50m² ERRAHMA Casa,350000.0,Casablanca,Errahma,50.0,2.0,1.0,1.0,,https://www.avito.ma/fr/errahma/appartements/Appartement_1er_chouka_%C3%A0_vendre_50m%C2%B2_ERRAHMA_Casa_56040509.htm,7000.0,,Low floor,Budget,Medium,Casablanca | Errahma,1,1,1,1,1,0,0,0
Appartement à vendre 74 m² à Tanger,1100000.0,Tanger,Centre,74.0,2.0,2.0,3.0,,https://www.avito.ma/fr/centre/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Tanger_57844570.htm,14864.86,,Mid floor,Upper mid-range,Medium,Tanger | Centre,1,1,1,1,1,0,0,0
Appartement à vendre CGI à Oujda,330000.0,Oujda,Cgi,,5.0,1.0,2.0,,https://www.avito.ma/fr/cgi/appartements/Appartement_%C3%A0_vendre_CGI_%C3%A0_Oujda_54393879.htm,,,Low floor,Budget,Unknown,Oujda | Cgi,1,0,1,1,1,0,0,0
Appartement 98m² chouka à vendre Fouarat Casa,950000.0,Casablanca,Hay Mohammadi,147.0,3.0,1.0,1.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_98m%C2%B2_chouka_%C3%A0_vendre_Fouarat_Casa_56770374.htm,6462.59,,Low floor,Mid-range,Large,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement 138m² au 2ème étg au Maârif,1800000.0,Casablanca,Maârif,138.0,3.0,3.0,2.0,,https://www.avito.ma/fr/maarif/appartements/Appartement_138m%C2%B2_au_2%C3%A8me_%C3%A9tg_au_Ma%C3%A2rif_55941961.htm,13043.48,,Low floor,Upper mid-range,Large,Casablanca | Maârif,1,1,1,1,1,0,0,0
Appartement vide à vendre sur la Route de Rabat,1232500.0,Tanger,Autre Secteur,,3.0,2.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_vide_%C3%A0_vendre_sur_la_Route_de_Rabat_56652097.htm,,,Mid floor,Upper mid-range,Unknown,Tanger | Autre Secteur,1,0,1,1,1,0,0,0
Appartement à vendre 80 m² à Oujda,400000.0,Oujda,Centre Ville,80.0,2.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_54392947.htm,5000.0,,Low floor,Budget,Medium,Oujda | Centre Ville,1,1,1,1,1,0,0,0
APPART 91m 2FACES vue piscine à MARBELLA BEACH,1030000.0,Mohammedia,Autre Secteur,91.0,2.0,2.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/APPART_91m_2FACES_vue_piscine_%C3%A0_MARBELLA_BEACH_57747136.htm,11318.68,,Low floor,Upper mid-range,Medium,Mohammedia | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre 71 m² à Bouznika,600000.0,Bouznika,Autre Secteur,71.0,2.0,1.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Bouznika_56368488.htm,8450.7,,Mid floor,Mid-range,Medium,Bouznika | Autre Secteur,1,1,1,1,1,0,0,0
À vendre un joli appartement meublé avec piscine,1250000.0,El Mansouria,Toute la ville,92.0,2.0,2.0,1.0,,https://www.avito.ma/fr/el_mansouria/appartements/%C3%80_vendre_un_joli_appartement_meubl%C3%A9_avec_piscine_56846634.htm,13586.96,,Low floor,Upper mid-range,Medium,El Mansouria | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 134 m² à Tanger,2546000.0,Tanger,De La Plage,134.0,3.0,2.0,2.0,,https://www.avito.ma/fr/de_la_plage/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Tanger_56300463.htm,19000.0,,Low floor,Premium,Large,Tanger | De La Plage,1,1,1,1,1,0,0,0
Appartement R+2 bien ensoleillé,370000.0,El Jadida,Autre Secteur,,2.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_R_2_bien_ensoleill%C3%A9_56760810.htm,,,Low floor,Budget,Unknown,El Jadida | Autre Secteur,1,0,1,1,1,0,0,0
appartement à vendre ait meloul,960000.0,Ait Melloul,Toute la ville,119.0,3.0,2.0,0.0,,https://www.avito.ma/fr/ait_melloul/appartements/appartement_%C3%A0_vendre_ait_meloul_57810300.htm,8067.23,,Ground floor,Mid-range,Large,Ait Melloul | Toute la ville,1,1,1,1,1,0,1,0
Appartement neuf à vendre au Qu. des hôpitaux,1360000.0,Casablanca,Quartier Des Hôpitaux,,2.0,2.0,4.0,,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_neuf_%C3%A0_vendre_au_Qu__des_h%C3%B4pitaux_57742341.htm,,,Mid floor,Upper mid-range,Unknown,Casablanca | Quartier Des Hôpitaux,1,0,1,1,1,0,0,0
Duplex à vendre à Marrakech – Cherifia | Proche de l'aéroport,840000.0,Marrakech,M'Hamid,61.0,1.0,1.0,,,https://www.avito.ma/fr/m_hamid/appartements/Duplex_%C3%A0_vendre_%C3%A0_Marrakech___Cherifia___Proche_de_l_a%C3%A9roport_57844559.htm,13770.49,,Unknown,Mid-range,Medium,Marrakech | M'Hamid,1,1,1,1,0,0,0,0
Vente Appartement 95 m² NEJMA,1850000.0,Tanger,Mozart,95.0,3.0,2.0,5.0,,https://www.avito.ma/fr/mozart/appartements/Vente_Appartement_95_m%C2%B2_NEJMA_57844555.htm,19473.68,,Mid floor,Upper mid-range,Medium,Tanger | Mozart,1,1,1,1,1,0,0,0
Appartement à vendre 85 m² à Oujda,3700000.0,Oujda,Centre Ville,85.0,2.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Oujda_54489101.htm,43529.41,,Low floor,Premium,Medium,Oujda | Centre Ville,1,1,1,1,1,0,0,0
Appartement neuf à vendre 72m² aux princesses,1600000.0,Casablanca,Les Princesses,72.0,2.0,2.0,5.0,,https://www.avito.ma/fr/les_princesses/appartements/Appartement_neuf_%C3%A0_vendre_72m%C2%B2_aux_princesses_57290444.htm,22222.22,,Mid floor,Upper mid-range,Medium,Casablanca | Les Princesses,1,1,1,1,1,0,0,0
Aptmts neuf à hay riyad,3400000.0,Rabat,Hay Riad,120.0,3.0,1.0,1.0,,https://www.avito.ma/fr/hay_riad/appartements/Aptmts_neuf_%C3%A0_hay_riyad_57457147.htm,28333.33,,Low floor,Premium,Large,Rabat | Hay Riad,1,1,1,1,1,0,0,0
Appartement à vendre 95 m² à Marrakech palmeraie,1500000.0,Marrakech,Palmeraie,95.0,2.0,2.0,3.0,,https://www.avito.ma/fr/palmeraie/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Marrakech_palmeraie_57216492.htm,15789.47,,Mid floor,Upper mid-range,Medium,Marrakech | Palmeraie,1,1,1,1,1,0,0,0
Appartement à vendre 85 m² à Oujda,380000.0,Oujda,Centre Ville,85.0,2.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Oujda_54663434.htm,4470.59,,Low floor,Budget,Medium,Oujda | Centre Ville,1,1,1,1,1,0,0,0
Appartement à vendre 100 m² à Oujda hay ziton,440000.0,Oujda,Hay Zitoune,100.0,3.0,1.0,3.0,,https://www.avito.ma/fr/hay_zitoune/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Oujda_hay_ziton_54393530.htm,4400.0,,Mid floor,Budget,Large,Oujda | Hay Zitoune,1,1,1,1,1,0,0,0
Appartement à vendre 80 m² à Oujda,270000.0,Oujda,Agdal,80.0,3.0,1.0,2.0,,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_57600721.htm,3375.0,,Low floor,Budget,Medium,Oujda | Agdal,1,1,1,1,1,0,0,0
A vendre un appartement avec terrasse,3750000.0,Casablanca,Racine,190.0,4.0,3.0,3.0,,https://www.avito.ma/fr/racine/appartements/A_vendre_un_appartement_avec_terrasse_57516868.htm,19736.84,,Mid floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,0,0
À vendre appartement 3 CH avec terrasse de 44m2,2350000.0,Casablanca,Ferme Bretone,144.0,3.0,3.0,1.0,,https://www.avito.ma/fr/ferme_bretone/appartements/%C3%80_vendre_appartement_3_CH_avec_terrasse_de_44m2_57406538.htm,16319.44,,Low floor,Premium,Large,Casablanca | Ferme Bretone,1,1,1,1,1,0,0,0
Appartement 165m² RDC à vendre 2 Mars Casablanca,1540000.0,Casablanca,2 Mars,35.0,4.0,2.0,0.0,,https://www.avito.ma/fr/2_mars/appartements/Appartement_165m%C2%B2__RDC_%C3%A0_vendre__2_Mars_Casablanca_56040548.htm,44000.0,,Ground floor,Upper mid-range,Small,Casablanca | 2 Mars,1,1,1,1,1,0,1,0
Studios neufs à vendre à HERMITAGE,960000.0,Casablanca,Hermitage,,1.0,1.0,3.0,,https://www.avito.ma/fr/hermitage/appartements/Studios_neufs_%C3%A0_vendre_%C3%A0_HERMITAGE_55079135.htm,,,Mid floor,Mid-range,Unknown,Casablanca | Hermitage,1,0,1,1,1,0,0,0
Appartement à vendre 90 m² à Oujda,370000.0,Oujda,Sidi Yahya,90.0,3.0,2.0,3.0,,https://www.avito.ma/fr/sidi_yahya/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_Oujda_54904207.htm,4111.11,,Mid floor,Budget,Medium,Oujda | Sidi Yahya,1,1,1,1,1,0,0,0
Appartement à à Plage des Nations,2500000.0,Sidi Bouknadel,Toute la ville,98.0,2.0,2.0,3.0,,https://www.avito.ma/fr/sidi_bouknadel/appartements/Appartement_%C3%A0_%C3%A0_Plage_des_Nations_57513939.htm,25510.2,,Mid floor,Premium,Medium,Sidi Bouknadel | Toute la ville,1,1,1,1,1,0,0,0
Joli Studio 68 m² proche des Jardins Majorelle,1190000.0,Marrakech,Majorelle,68.0,1.0,1.0,4.0,,https://www.avito.ma/fr/majorelle/appartements/Joli_Studio_68_m%C2%B2_proche_des_Jardins_Majorelle_57646076.htm,17500.0,,Mid floor,Upper mid-range,Medium,Marrakech | Majorelle,1,1,1,1,1,0,0,0
🌿 Appartement d’exception à vendre à Achakar,2800000.0,Tanger,Achakar,165.0,2.0,2.0,1.0,,https://www.avito.ma/fr/achakar/appartements/___Appartement_d_exception_%C3%A0_vendre_%C3%A0_Achakar__57717771.htm,16969.7,,Low floor,Premium,Very large,Tanger | Achakar,1,1,1,1,1,0,0,0
Appartement à vendre 50 m² à Tamaris,280000.0,Tamaris,Toute la ville,50.0,2.0,1.0,1.0,,https://www.avito.ma/fr/tamaris/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Tamaris_56939136.htm,5600.0,,Low floor,Budget,Medium,Tamaris | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 90 m rjafalah à Oujda,260000.0,Oujda,Hay Ennasr,,2.0,1.0,1.0,,https://www.avito.ma/fr/hay_ennasr/appartements/Appartement_%C3%A0_vendre_90_m_rjafalah_%C3%A0_Oujda_54393617.htm,,,Low floor,Budget,Unknown,Oujda | Hay Ennasr,1,0,1,1,1,0,0,0
Appartement à vendre 150 m² à Oujda,490000.0,Oujda,Sidi Yahya,150.0,3.0,1.0,2.0,,https://www.avito.ma/fr/sidi_yahya/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Oujda_55361733.htm,3266.67,,Low floor,Budget,Very large,Oujda | Sidi Yahya,1,1,1,1,1,0,0,0
Appartement 120m² Chouka à vendre à Casablanca.,1080000.0,Casablanca,Hay Mohammadi,120.0,3.0,2.0,2.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_120m%C2%B2_Chouka_%C3%A0_vendre_%C3%A0_Casablanca__56464823.htm,9000.0,,Low floor,Upper mid-range,Large,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement de standing à vendre à Guéliz – 108 m²,2000000.0,Marrakech,Guéliz,108.0,3.0,2.0,3.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_de_standing_%C3%A0_vendre_%C3%A0_Gu%C3%A9liz___108_m%C2%B2_57748672.htm,18518.52,,Mid floor,Premium,Large,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement 85 m² à Oujda redchousse ban9achoure,400000.0,Oujda,Centre Ville,85.0,2.0,1.0,0.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_85_m%C2%B2_%C3%A0_Oujda_redchousse_ban9achoure_55224195.htm,4705.88,,Ground floor,Budget,Medium,Oujda | Centre Ville,1,1,1,1,1,0,1,0
Super Appartement neuf à vendre H M Casa,920000.0,Casablanca,Hay Mohammadi,92.0,2.0,2.0,3.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Super_Appartement_neuf_%C3%A0_vendre_H_M_Casa_56729735.htm,10000.0,,Mid floor,Mid-range,Medium,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement à vendre 100 m² à Oujda,430000.0,Oujda,Hay Zitoune,100.0,3.0,1.0,1.0,,https://www.avito.ma/fr/hay_zitoune/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Oujda_55224106.htm,4300.0,,Low floor,Budget,Large,Oujda | Hay Zitoune,1,1,1,1,1,0,0,0
Appartement à vendre 85 m² à Oujda,390000.0,Oujda,Centre Ville,85.0,2.0,1.0,1.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Oujda_54392974.htm,4588.24,,Low floor,Budget,Medium,Oujda | Centre Ville,1,1,1,1,1,0,0,0
Joli Appartement 1er Etage Mhamid 7,410000.0,Marrakech,M'Hamid,57.0,2.0,1.0,1.0,,https://www.avito.ma/fr/m_hamid/appartements/Joli_Appartement_1er_Etage_Mhamid_7_57133912.htm,7192.98,,Low floor,Budget,Medium,Marrakech | M'Hamid,1,1,1,1,1,0,0,0
Appartement à vendre 54 m² à Kénitra,370000.0,Kénitra,Bab Fès,54.0,2.0,1.0,4.0,,https://www.avito.ma/fr/bab_f%C3%A8s/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_K%C3%A9nitra_57844481.htm,6851.85,,Mid floor,Budget,Medium,Kénitra | Bab Fès,1,1,1,1,1,0,0,0
Rez-de-jardin à vendre 128 m² 20 m² jardin,2100000.0,Rabat,Souissi,148.0,3.0,2.0,0.0,,https://www.avito.ma/fr/souissi/appartements/Rez_de_jardin_%C3%A0_vendre_128_m%C2%B2_20_m%C2%B2_jardin_57302278.htm,14189.19,,Ground floor,Premium,Large,Rabat | Souissi,1,1,1,1,1,0,1,0
"🌊 appartement vue mer en face, sans vis-à-vis",1600000.0,Agadir,Anza,80.0,2.0,2.0,4.0,,https://www.avito.ma/fr/anza/appartements/___appartement_vue_mer_en_face__sans_vis_%C3%A0_vis_56936072.htm,20000.0,,Mid floor,Upper mid-range,Medium,Agadir | Anza,1,1,1,1,1,0,0,0
🏠Appartement duplex 174m2 à vendre HM Casa🏠,1000000.0,Casablanca,Hay Mohammadi,174.0,5.0,2.0,2.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/__Appartement_duplex_174m2_%C3%A0_vendre_HM_Casa___57631189.htm,5747.13,,Low floor,Upper mid-range,Very large,Casablanca | Hay Mohammadi,1,1,1,1,1,0,0,0
Appartement à vendre 78 m² à El Mansouria,940000.0,El Mansouria,Toute la ville,78.0,2.0,2.0,2.0,,https://www.avito.ma/fr/el_mansouria/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_El_Mansouria_57553786.htm,12051.28,,Low floor,Mid-range,Medium,El Mansouria | Toute la ville,1,1,1,1,1,0,0,0
