listing_url,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,price_per_m2,property_age,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_3_chambres_%C3%A0_2min_de_Casanearshore_57828086.htm,780000.0,Casablanca,Sidi Maarouf,70.0,3.0,1.0,3.0,,11142.86,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hassan/appartements/Appartement_d_Exception_Vue_Panoramique_%C3%A0_Hassan_57723200.htm,3890000.0,Rabat,Hassan,,3.0,2.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/malabata/appartements/Appartement_57_m%C2%B2___6e_%C3%A9tage___Triple_Tower_57779089.htm,1500000.0,Tanger,Malabata,57.0,2.0,1.0,6.0,,26315.79,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_90m%C2%B2_%C3%A0_Oujda_55861512.htm,270000.0,Oujda,Autre Secteur,90.0,3.0,2.0,1.0,,3000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/boustane/appartements/Appartement_%C3%A0_vendre_106_m%C2%B2_%C3%A0_Oujda_54393198.htm,400000.0,Oujda,Boustane,106.0,3.0,1.0,1.0,,3773.58,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_zitoune/appartements/Appartement_%C3%A0_vendre_145_m%C2%B2_%C3%A0_Oujda_54393097.htm,570000.0,Oujda,Hay Zitoune,145.0,4.0,2.0,4.0,,3931.03,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/martil/appartements/Appartement_2_ch_salon_balcon_Martil_45m%C2%B2_4%C3%A8me_%C3%A9tage_55361072.htm,300000.0,Martil,Toute la ville,,2.0,1.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_85m%C2%B2_%C3%A0_Sidi_Bernoussi_Casa__53160051.htm,740000.0,Casablanca,Sidi Bernoussi,85.0,3.0,2.0,2.0,,8705.88,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/roches_noires/appartements/Appartement_92m%C2%B2_1er_%C3%A0_Roches_Noires_%C3%A0_vendre_Casa_55901112.htm,850000.0,Casablanca,Roches Noires,92.0,2.0,1.0,1.0,,9239.13,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_Tanger_Balia_55043962.htm,620000.0,Tanger,Tanja Balia,78.0,2.0,1.0,2.0,,7948.72,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_Centre_ville_%C3%A0_Casablanca_56191644.htm,1300000.0,Casablanca,Centre Ville,,3.0,2.0,2.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/val_fleuri/appartements/___%C3%80_VENDRE___Appartement_%C3%A0_Val_Fleuri__Casa__57753874.htm,1650000.0,Casablanca,Val Fleuri,128.0,3.0,2.0,2.0,,12890.62,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1877___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_57328148.htm,1050000.0,Casablanca,Bourgogne,76.0,2.0,1.0,6.0,,13815.79,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_Duplex_%C3%A0_vendre_154_m%C2%B2_%C3%A0_Casablanca_54390927.htm,1000000.0,Casablanca,Hay Mohammadi,174.0,4.0,2.0,2.0,,5747.13,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/aharrarine/appartements/Appartement_de_3_pi%C3%A8ces_%C3%A0_vendre_pr%C3%A8s_de_la_station_El_Jadida_Hararien_57029815.htm,750000.0,Tanger,Aharrarine,80.0,3.0,2.0,2.0,,9375.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ain_amiyer/appartements/Appartement_87_m%C2%B2_en_vente_%C3%A0_Ayn_Amir_%C3%A0_F%C3%A8s_57642542.htm,560000.0,Fès,Ain Amiyer,87.0,2.0,1.0,1.0,,6436.78,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/la_ville_haute/appartements/Appartement_%C3%A0_vendre_180_m%C2%B2_%C3%A0_K%C3%A9nitra_57774945.htm,1700000.0,Kénitra,La Ville Haute,180.0,4.0,3.0,3.0,,9444.44,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_karima/appartements/Appartement_%C3%A0_vendre_57833871.htm,1700000.0,Salé,Hay Karima,,3.0,3.0,1.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/hay_izdihar/appartements/Magnifique_Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Marrakech_57790009.htm,1078000.0,Marrakech,Hay Izdihar,77.0,2.0,2.0,5.0,,14000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/marjane/appartements/Appartements_%C3%A0_vendre_%C3%A0_Jardins_de_Tanger___60_%C3%A0_70_m%C2%B2_57546863.htm,690000.0,Tanger,Marjane,60.0,2.0,1.0,1.0,,11500.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Studio_meubl%C3%A9_%C3%A0_vendre_50m%C2%B2_%C3%A0_Casablanca_Maarif_56313484.htm,1100000.0,Casablanca,Maârif,50.0,1.0,1.0,3.0,,22000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/CMN_MA_2470___Appartement_%C3%A0_vendre_%C3%A0_Les_H%C3%B4pitaux_57340348.htm,1450000.0,Casablanca,Quartier Des Hôpitaux,117.0,3.0,1.0,5.0,,12393.16,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Joli_appartement_ensoleill%C3%A9__57523775.htm,1100000.0,Marrakech,Guéliz,71.0,2.0,2.0,2.0,,15492.96,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Jolie_Appartement_%C3%A0_vendre_90m%C2%B2_%C3%A0_Casablanca_55627072.htm,1100000.0,Casablanca,Maârif,90.0,2.0,2.0,1.0,,12222.22,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/el_alia/appartements/Appartement_%C3%A0_vendre_%C3%A0_R%C3%A9sidence_tahra_57814915.htm,570000.0,Mohammedia,El Alia,82.0,2.0,1.0,1.0,,6951.22,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/alliance/appartements/Bel_appartement_de_90_m%C2%B2_lotissement_alliance_57398679.htm,620000.0,Kénitra,Alliance,90.0,2.0,2.0,2.0,,6888.89,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/had_soualem/appartements/Appartement_Lux_69m_47242927.htm,500000.0,Had Soualem,Toute la ville,69.0,2.0,2.0,2.0,,7246.38,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/nouaceur/appartements/Appartement_102m%C2%B2_%C3%A0_vendre_Nouaceur_55837867.htm,890000.0,Nouaceur,Toute la ville,102.0,2.0,2.0,0.0,,8725.49,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/mdiq/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mdiq_54821467.htm,860000.0,M'Diq,Toute la ville,155.0,2.0,2.0,4.0,,5548.39,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Marrakech_57814917.htm,1350000.0,Marrakech,Hay Izdihar,100.0,2.0,2.0,2.0,,13500.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_avec_cour_%C3%A0_Bouznika_44799287.htm,710000.0,Bouznika,Autre Secteur,108.0,2.0,2.0,1.0,,6574.07,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/la_gironde/appartements/Appartement_r%C3%A9nov%C3%A9_neuf_%C3%A0_la_Gironde_57717329.htm,940000.0,Casablanca,La Gironde,80.0,2.0,2.0,2.0,,11750.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Studio_%C3%A0_vendre_38_m%C2%B2_%C3%A0_Casablanca_Maarif_57844286.htm,830000.0,Casablanca,Maârif,38.0,1.0,1.0,2.0,,21842.11,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_targa/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Marrakech_57585168.htm,700000.0,Marrakech,Hay Targa,65.0,3.0,2.0,4.0,,10769.23,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_sur_la_route_Ain_Chkef_Riyad_Yasmin_57050912.htm,400000.0,Fès,Route Ain Chkaf,84.0,2.0,2.0,0.0,,4761.9,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/almaz/appartements/Appartement_neuf_%C3%A0_vendre_%C3%A0_Almaz_56084537.htm,1053000.0,Casablanca,Almaz,,2.0,2.0,2.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/al_fida/appartements/sarout_appartement_40m_%C3%A0_bouchentouf_57237692.htm,115000.0,Casablanca,Al Fida,,2.0,1.0,2.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/oulfa/appartements/vente_appartement_moyen_standing_oulfa_57659627.htm,530000.0,Casablanca,Oulfa,58.0,2.0,1.0,1.0,,9137.93,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_134_m%C2%B2_%C3%A0_Casablanca_57789942.htm,3000000.0,Casablanca,Racine,154.0,3.0,3.0,5.0,,19480.52,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/mghogha/appartements/Appartement_%C3%A0_vendre_%C3%A0_Mghogha___Tanger_57745830.htm,230000.0,Tanger,Mghogha,45.0,1.0,1.0,1.0,,5111.11,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_bir_rami_57770603.htm,560000.0,Kénitra,Bir Rami,90.0,3.0,1.0,2.0,,6222.22,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/azzouzia/appartements/___Appartement_64m%C2%B2_%C3%A0_vendre_%C3%A0_Azouzia_2_chambres_et_salon_57838796.htm,450000.0,Marrakech,Azzouzia,64.0,2.0,1.0,3.0,,7031.25,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Studio_meubl%C3%A9_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_57844285.htm,1080000.0,Casablanca,Maârif,50.0,1.0,2.0,3.0,,21600.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_%C3%A0_Ouad_law_57745638.htm,500000.0,Tétouan,Autre Secteur,,2.0,1.0,6.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/riviera/appartements/APPARTEMENT_HAUT_STANDING_%C3%80_RIVIERA_57699025.htm,1900000.0,Casablanca,Riviera,,2.0,3.0,3.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/victor_hugo/appartements/Appartement_%C3%A0_vendre_58_m%C2%B2_%C3%A0_Marrakech_57606723.htm,1350000.0,Marrakech,Victor Hugo,58.0,1.0,2.0,1.0,,23275.86,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_Rabat_57833782.htm,3450000.0,Rabat,Hay Riad,170.0,3.0,2.0,2.0,,20294.12,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/la_nouvelle_ville_ibn_battouta/appartements/%C3%80_seulement_38_millions__superbe_appartement_de_3_chambres_%C3%A0_Gzenaya_57531482.htm,370000.0,Tanger,La Nouvelle Ville Ibn Battouta,,3.0,2.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_113m%C2%B2_Les_roches_de_benslimane_57043869.htm,850000.0,Benslimane,Autre Secteur,113.0,3.0,2.0,1.0,,7522.12,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Casablanca_54418643.htm,950000.0,Casablanca,Belvédère,85.0,2.0,1.0,5.0,,11176.47,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1884___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_57370097.htm,1300000.0,Casablanca,Bourgogne,80.0,2.0,1.0,5.0,,16250.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1879___Appartement_%C3%A0_vendre_%C3%A0_Ziraoui_57331613.htm,3480000.0,Casablanca,Bourgogne,260.0,3.0,2.0,7.0,,13384.62,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/settat/appartements/Appartement_%C3%A0_vendre_%C3%A0_Settat_56272168.htm,200000.0,Settat,Toute la ville,,2.0,1.0,1.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/route_de_casablanca/appartements/2_Ou_3_Pi%C3%A8ces_Avec_Piscine_Au_Coeur_De_Marrakech_57764279.htm,870000.0,Marrakech,Route De Casablanca,,1.0,1.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/gauthier/appartements/Appartement_236m%C2%B2_%C3%A0_Gauthier_Consulat_d_Italie_56634956.htm,3200000.0,Casablanca,Gauthier,272.0,4.0,3.0,2.0,,11764.71,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/derb_ghallef/appartements/Magnifique_appartement_neuf_avec_terrasse_57815066.htm,1550000.0,Casablanca,Derb Ghallef,,2.0,2.0,7.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/les_princesses/appartements/VENTE_D_UN_BEL_APPARTEMENT_DE_117M2_56886880.htm,1900000.0,Casablanca,Les Princesses,117.0,3.0,2.0,1.0,,16239.32,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_122m%C2%B2_%C3%A0_Belv%C3%A9d%C3%A8re_%C3%A0_vendre_%C3%A0_Casa__54407975.htm,1100000.0,Casablanca,Belvédère,122.0,2.0,2.0,1.0,,9016.39,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/%C3%89l%C3%A9gant_Studio_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Marrakech_57765732.htm,1134000.0,Marrakech,Guéliz,63.0,1.0,1.0,3.0,,18000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_%C3%A0_vendre_120m%C2%B2_H_Mohammadi_Casablanca_57309014.htm,850000.0,Casablanca,Hay Mohammadi,120.0,2.0,1.0,3.0,,7083.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ben_guerir/appartements/2_Appartements_moyen_standing_%C3%A0_vendre___Benguerir_56548870.htm,520000.0,Ben Guerir,Toute la ville,92.0,2.0,2.0,3.0,,5652.17,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_en_vente_61m%C2%B2_%C3%A0_Gueliz_Piscine_Rooftop_57656300.htm,1500000.0,Marrakech,Guéliz,61.0,1.0,1.0,1.0,,24590.16,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/casablanca_finance_city/appartements/Appartement_%C3%A0_vendre_170_m%C2%B2_%C3%A0_CFC_57775845.htm,4200000.0,Casablanca,Casablanca Finance City,170.0,3.0,3.0,0.0,,24705.88,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/quartier_du_parc/appartements/AU_PARC_grand_appartement_3chambres_dernier_%C3%A9tage_57707842.htm,1050000.0,Mohammedia,Quartier Du Parc,120.0,3.0,2.0,3.0,,8750.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/les_princesses/appartements/Bel_appartement____orientation_sud_56943177.htm,2150000.0,Casablanca,Les Princesses,165.0,3.0,2.0,3.0,,13030.3,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/deroua/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Deroua_57721736.htm,460000.0,Deroua,Toute la ville,78.0,2.0,1.0,1.0,,5897.44,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/founty/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sonaba_57486945.htm,2200000.0,Agadir,Founty,,3.0,2.0,2.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Rabat_Agdal_57838926.htm,1400000.0,Rabat,Agdal,50.0,1.0,2.0,0.0,,28000.0,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/haut_founty/appartements/Appartements_%C3%A0_vendre_57804375.htm,2432000.0,Agadir,Haut-Founty,128.0,3.0,3.0,2.0,,19000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/martil/appartements/Appartement_en_face_de_la_plage_72_m%C2%B2_%C3%A0_Martil__56700135.htm,1200000.0,Martil,Toute la ville,72.0,2.0,1.0,3.0,,16666.67,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Marrakech_56438709.htm,1800000.0,Marrakech,Agdal,118.0,2.0,2.0,0.0,,15254.24,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/les_princesses/appartements/Appartement_%C3%A0_vendre_105_m%C2%B2_%C3%A0_Casablanca_maarif_57532917.htm,1450000.0,Casablanca,Les Princesses,105.0,2.0,2.0,5.0,,13809.52,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/Deux_appartements_%C3%A0_vendre_derri%C3%A8re_le_complexe_Al_Hosni___par_cession_57635187.htm,560000.0,Tanger,Hay Hassani,60.0,2.0,1.0,5.0,,9333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Duplex_RDC_99m2_Madame_Plaza_pr%C3%A8s_de_Marjane_57681378.htm,1100000.0,Marrakech,Av Abdelkrim El Khattabi,99.0,2.0,2.0,0.0,,11111.11,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/administratif/appartements/Appartement_%C3%A0_vendre_176_m%C2%B2_%C3%A0_Tanger_57778075.htm,3500000.0,Tanger,Administratif,176.0,4.0,2.0,7.0,,19886.36,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_172_m%C2%B2_%C3%A0_Casablanca_57382833.htm,2100000.0,Casablanca,2 Mars,172.0,3.0,3.0,4.0,,12209.3,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/el_mansouria/appartements/Charmant_appartement_%C3%A0_vendre___R%C3%A9sidence_OUBAHA_57256920.htm,1150000.0,El Mansouria,Toute la ville,100.0,3.0,2.0,2.0,,11500.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/centre_ville/appartements/Bonne_affaire_sur_la_corniche_57817834.htm,850000.0,Tanger,Centre Ville,64.0,2.0,1.0,2.0,,13281.25,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Appartement_76m_Neuf_A_Maarif_Ex_57712316.htm,1460000.0,Casablanca,Maârif,76.0,2.0,2.0,1.0,,19210.53,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/oulfa/appartements/appartement_tr%C3%A8s_bon_emplacement_57844180.htm,1000000.0,Casablanca,Oulfa,75.0,3.0,1.0,2.0,,13333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/founty/appartements/Appartement_%C3%A0_vendre_102_m%C2%B2_%C3%A0_Agadir_57094364.htm,2750000.0,Agadir,Founty,102.0,2.0,3.0,2.0,,26960.78,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/route_de_safi/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Marrakech_57746811.htm,1350000.0,Marrakech,Route De Safi,95.0,2.0,1.0,4.0,,14210.53,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_neuf_et_%C3%A9quip%C3%A9_de_haute_qualit%C3%A9_57780125.htm,525000.0,Meknès,Autre Secteur,110.0,3.0,1.0,2.0,,4772.73,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Martil_55449361.htm,480000.0,Martil,Toute la ville,65.0,2.0,1.0,3.0,,7384.62,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/centre/appartements/Grand_Appartement_Plein_Centre_de_K%C3%A9nitra_154_m%C2%B2_57587635.htm,1360000.0,Kénitra,Centre,154.0,3.0,2.0,3.0,,8831.17,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/racine/appartements/Superbe_appartement_familial_au_c_ur_Racine_57790576.htm,4216000.0,Casablanca,Racine,284.0,3.0,3.0,2.0,,14845.07,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1866___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55872150.htm,1330000.0,Casablanca,Les Princesses,106.0,2.0,1.0,2.0,,12547.17,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_neuf_%C3%A0_Sala_El_Jadida_53271053.htm,1099800.0,Salé,Sala El Jadida,94.0,2.0,2.0,0.0,,11700.0,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/ain_mezouar/appartements/Appartement_Haut_standing_%C3%A0_vendre___piscine_57824629.htm,1900000.0,Marrakech,Ain Mezouar,100.0,3.0,2.0,5.0,,19000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/saidia/appartements/Bel_appartement_57263311.htm,395000.0,Saidia,Toute la ville,76.0,3.0,2.0,1.0,,5197.37,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/malabata/appartements/Appartement_%C3%A0_vendre_186_m%C2%B2_%C3%A0_Tanger_57325686.htm,7200000.0,Tanger,Malabata,186.0,4.0,2.0,7.0,,38709.68,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Bouznika_57256859.htm,1670000.0,Bouznika,Autre Secteur,118.0,3.0,2.0,0.0,,14152.54,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/bab_sebta/appartements/Appartement_%C3%A0_vendre_titr%C3%A9_pr%C3%A8s_de_la_mosqu%C3%A9e_Imam_Malik_57844093.htm,700000.0,Salé,Bab Sebta,260.0,2.0,2.0,2.0,,2692.31,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/Studio_neuf_%C3%A0_vendre___Bourgogne__Casablanca_57765581.htm,1270000.0,Casablanca,Bourgogne,66.0,1.0,1.0,5.0,,19242.42,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/oasis/appartements/Appartement_%C3%A0_vendre_150_m%C2%B2_%C3%A0_Casablanca_57723071.htm,3400000.0,Casablanca,Oasis,163.0,3.0,2.0,0.0,,20858.9,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/taghazout/appartements/OPPORTUNIT%C3%89_RARE_%C3%80_TAMRAGHT___R%C3%89SIDENCE_LA_COLLINE_57844031.htm,2340000.0,Taghazout,Toute la ville,130.0,1.0,2.0,0.0,,18000.0,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/californie/appartements/CMN_AC_2017___Appartement_%C3%A0_vendre_%C3%A0_Californie_57245074.htm,1690000.0,Casablanca,Californie,144.0,2.0,2.0,,2017.0,11736.11,9.0,1,1,1,1,0,1,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_61_m%C2%B2_%C3%A0_Marrakech_57656693.htm,1530000.0,Marrakech,Guéliz,61.0,1.0,1.0,1.0,,25081.97,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/route_ain_chkaf/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_F%C3%A8s_57843948.htm,430000.0,Fès,Route Ain Chkaf,96.0,2.0,1.0,4.0,,4479.17,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Studio_42m_Neuf_Maarif_Proche_BD_Biranzaran_57785117.htm,980000.0,Casablanca,Maârif,42.0,1.0,1.0,3.0,,23333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gauthier/appartements/Studio_%C3%A0_vendre_51m%C2%B2_%C3%A0_Gauthier_57061039.htm,1000000.0,Casablanca,Gauthier,51.0,1.0,1.0,3.0,,19607.84,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/essaouira/appartements/Exceptionnel_avec_terrasse_et_vue_mer_imprenable_57843907.htm,1300000.0,Essaouira,Toute la ville,94.0,2.0,2.0,1.0,,13829.79,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/asilah/appartements/Appartement_%C3%A0_vendre_%C3%A0_Marina_Golf_Asilah_57769496.htm,950000.0,Asilah,Toute la ville,150.0,2.0,1.0,3.0,,6333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Oulfa_57712644.htm,700000.0,Casablanca,Oulfa,73.0,2.0,2.0,4.0,,9589.04,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/victoria/appartements/Appartement_%C3%A0_vendre_128_m%C2%B2_%C3%A0_Bouskoura_57814586.htm,1300000.0,Bouskoura,Victoria,140.0,3.0,2.0,2.0,,9285.71,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/el_houda/appartements/Offre_%C3%A0_ne_pas_rater_57798454.htm,960000.0,Agadir,El Houda,,2.0,2.0,5.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_52_m%C2%B2_%C3%A0_Marrakech_56035043.htm,1200000.0,Marrakech,Guéliz,52.0,1.0,1.0,2.0,,23076.92,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_133_m%C2%B2_sur_2_mars_57696869.htm,1700000.0,Casablanca,2 Mars,133.0,3.0,2.0,4.0,,12781.95,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_78_m%C2%B2_%C3%A0_Tanger_57262591.htm,1205099.0,Tanger,Ahlane,78.0,3.0,2.0,1.0,,15449.99,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_%C3%A0_Berrechid_El_Qabbah_57707198.htm,340000.0,Berrechid,Toute la ville,70.0,2.0,1.0,3.0,,4857.14,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/BEN_MA_1118___Appartement_%C3%A0_vendre_%C3%A0_Mansouria_B____57276565.htm,1200000.0,Benslimane,Autre Secteur,98.0,2.0,1.0,2.0,,12244.9,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/malabata/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_Tanger_malabata_57316793.htm,2136000.0,Tanger,Malabata,89.0,2.0,1.0,3.0,,24000.0,,1,1,1,1,1,0,0,0
