listing_url,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,price_per_m2,property_age,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Tanger_57778013.htm,2500000.0,Tanger,Autre Secteur,165.0,2.0,2.0,0.0,,15151.52,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/zemmouri/appartements/Appartement_%C3%A0_vendre_%C3%A0_3_min_du_stade_de_Tanger_57704607.htm,970000.0,Tanger,Zemmouri,75.0,2.0,1.0,3.0,,12933.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_57722547.htm,360000.0,Kénitra,Bir Rami,70.0,2.0,2.0,2.0,,5142.86,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/CMN_SI_1881___Appartement_%C3%A0_vendre_%C3%A0_Bourgogne_Est_57341638.htm,1800000.0,Casablanca,Bourgogne,103.0,3.0,2.0,2.0,,17475.73,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57727010.htm,490000.0,Kénitra,Seyad,80.0,2.0,1.0,1.0,,6125.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ben_guerir/appartements/Appartements_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Ben_Guerir_57735424.htm,300000.0,Ben Guerir,Toute la ville,64.0,3.0,2.0,1.0,,4687.5,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_en_plein_centre_ville_57843882.htm,1550000.0,Rabat,Hassan,88.0,2.0,2.0,6.0,,17613.64,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Sal%C3%A9__Non_Meubl%C3%A9__57843890.htm,9200000.0,Salé,Sala El Jadida,82.0,2.0,1.0,4.0,,112195.12,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Ain_Sebaa_57429036.htm,1070000.0,Casablanca,Aïn Sebaâ,,2.0,1.0,5.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_neuf_%C3%A0_vendre_Ain_Sebaa_57342001.htm,1070000.0,Casablanca,Aïn Sebaâ,81.0,2.0,2.0,6.0,,13209.88,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/victor_hugo/appartements/Appartement_%C3%A0_vendre_45_m%C2%B2_%C3%A0_Marrakech_57118825.htm,880000.0,Marrakech,Victor Hugo,45.0,1.0,1.0,2.0,,19555.56,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ain_sebaa/appartements/Vente_appartement_Fal_El_Hanaa_57111011.htm,630000.0,Casablanca,Aïn Sebaâ,59.0,2.0,1.0,3.0,,10677.97,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maamora/appartements/Appartement_Maamora_Centre_Ville_K%C3%A9nitra_57261794.htm,1490000.0,Kénitra,Maamora,,2.0,2.0,5.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/marjane/appartements/Des_apt_neuf_a_vendre_85_m2_tanger_57284651.htm,1147500.0,Tanger,Marjane,96.0,2.0,2.0,1.0,,11953.12,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/riviera/appartements/STUDIO_MAGNIFIQUE_%C3%80_SAISIR_56341164.htm,1350000.0,Casablanca,Riviera,48.0,1.0,1.0,3.0,,28125.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/talborjt/appartements/Appartement_%C3%A0_vendre_165_m%C2%B2_La_perle_D_Agadir_56449554.htm,2272500.0,Agadir,Talborjt,165.0,4.0,1.0,1.0,,13772.73,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sidi_maarouf/appartements/Duplex_avec_garage_priv%C3%A9_Sidi_Maarouf__Essaada_57819495.htm,1650000.0,Casablanca,Sidi Maarouf,159.0,2.0,3.0,0.0,,10377.36,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/mouilha/appartements/Appartement_%C3%A0_El_Jadida__quartier_El_Milha__sur_la_rue_57335734.htm,550000.0,El Jadida,Mouilha,88.0,2.0,1.0,1.0,,6250.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/Bel_appartement_%C3%A0_vendre_Bourgogne__My_Youssef_57793674.htm,1280000.0,Casablanca,Bourgogne,93.0,2.0,2.0,2.0,,13763.44,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/centre_ville/appartements/Appartement_82_m2_r%C3%A9sidence_Ricoflores_piscine_57355316.htm,860000.0,Mohammedia,Centre Ville,82.0,2.0,1.0,3.0,,10487.8,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_199_m%C2%B2_%C3%A0_Boulevard_Zerktouni_57706141.htm,3800000.0,Casablanca,Maârif,199.0,3.0,3.0,0.0,,19095.48,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/centre_ville/appartements/Appartement_124_m%C2%B2___Centre_Ville__Tanger_57723798.htm,1800000.0,Tanger,Centre Ville,124.0,3.0,2.0,1.0,,14516.13,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_triplex_%C3%A0_vendre_128m%C2%B2_%C3%A0_HM_Casablanca_57029102.htm,850000.0,Casablanca,Hay Mohammadi,128.0,4.0,2.0,2.0,,6640.62,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/route_de_casablanca/appartements/appartement_a_vendre_meuble_57699894.htm,600000.0,Marrakech,Route De Casablanca,52.0,2.0,1.0,4.0,,11538.46,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_%C3%A0_Sal%C3%A9_111m%C2%B2_4%C3%A8me_%C3%A9tage_53227650.htm,1215000.0,Salé,Tabriquet,111.0,2.0,2.0,4.0,,10945.95,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/val_fleuri/appartements/Appartement_126m%C2%B2_4%C3%A8me_%C3%A9tg__terrasse_%C3%A0_Ma%C3%A2rif_56872194.htm,1450000.0,Casablanca,Val Fleuri,126.0,2.0,2.0,4.0,,11507.94,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_Neuf_84_m%C2%B2_%C3%A0_Gu%C3%A9liz_Avec_Piscine_56259750.htm,1550000.0,Marrakech,Guéliz,84.0,2.0,2.0,2.0,,18452.38,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ben_guerir/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Ben_Guerir_54952031.htm,370000.0,Ben Guerir,Toute la ville,,3.0,2.0,1.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/franceville/appartements/Appartement_d_architecte_neuf_sans_vis_%C3%A0_vis_57272154.htm,1750000.0,Casablanca,Franceville,83.0,2.0,2.0,4.0,,21084.34,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/moulay_youssef/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Tanger_57014352.htm,1392000.0,Tanger,Moulay Youssef,126.0,3.0,2.0,5.0,,11047.62,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/malabata/appartements/Appartement_2_chambres_corniche_investisseurs_airbnb_57831155.htm,1100000.0,Tanger,Malabata,75.0,2.0,1.0,2.0,,14666.67,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/lissasfa/appartements/CMN_HA_1848___Appartement_%C3%A0_vendre_%C3%A0_Lissasfa_57291337.htm,930000.0,Casablanca,Lissasfa,103.0,3.0,1.0,5.0,,9029.13,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_gu%C3%A9liz_Marrakech_55798412.htm,1650000.0,Marrakech,Guéliz,80.0,2.0,1.0,4.0,,20625.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_86m%C2%B2_%C3%A0_vendre___Al_Azdihar_Marrakech_57834491.htm,1300000.0,Marrakech,Hay Izdihar,86.0,2.0,2.0,4.0,,15116.28,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/corniche/appartements/Appartement_Valencia_Beach_Mansouria_57224794.htm,840000.0,Mohammedia,Corniche,89.0,2.0,1.0,1.0,,9438.2,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/centre_ville/appartements/Bel_appart_RDC_SUR_centre_ville_55947144.htm,650000.0,Mohammedia,Centre Ville,80.0,2.0,1.0,0.0,,8125.0,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/tamesna/appartements/Appartement_meubl%C3%A9_%C3%A0_vendre_dans_un_quartier_r%C3%A9sidentiel_%C3%A0_Tamassna_57140046.htm,550000.0,Tamesna,Toute la ville,61.0,1.0,2.0,0.0,,9016.39,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/majorelle/appartements/___Appartement_r%C3%A9nov%C3%A9_%C3%A0_vendre_%C3%A0_Majorelle_57596889.htm,1300000.0,Marrakech,Majorelle,,3.0,1.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/tabriquet/appartements/Appartement_neuf_98m%C2%B2_%C3%A0_vendre_%C3%A0_sal%C3%A9_Tabriquet_45814550.htm,1220000.0,Salé,Tabriquet,98.0,3.0,2.0,2.0,,12448.98,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/cabo_negro/appartements/Appartement_%C3%A0_vendre_%C3%A0_Cabo_Negro_57745510.htm,1400000.0,Cabo Negro,Toute la ville,75.0,1.0,1.0,0.0,,18666.67,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/californie/appartements/%C3%80_vendre_Superbe_appartement_3_ch_Jnane_Californie_57815555.htm,1900000.0,Casablanca,Californie,119.0,3.0,2.0,10.0,,15966.39,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hivernage/appartements/Studio_vue_piscine_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Marrakech_57774591.htm,1150000.0,Marrakech,Hivernage,51.0,1.0,1.0,2.0,,22549.02,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Studio_exceptionnel_de_60_m%C2%B2_au_centre_Gu%C3%A9liz_57638403.htm,1500000.0,Marrakech,Guéliz,60.0,1.0,1.0,5.0,,25000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Joli_appart_113m2_pr%C3%A8s_de_Amoud_et_McDonald_57720703.htm,1300000.0,Marrakech,Av Abdelkrim El Khattabi,113.0,2.0,1.0,2.0,,11504.42,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/californie/appartements/Appartement_%C3%A0_vendre_121_m%C2%B2_%C3%A0_Casablanca_57834569.htm,2000000.0,Casablanca,Californie,121.0,3.0,2.0,4.0,,16528.93,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_avec_piscine_et_parking_55906870.htm,1442000.0,Tanger,Tanja Balia,,2.0,2.0,2.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/californie/appartements/Appartement_195m%C2%B2_%C3%A0_vendre_%C3%A0_Californie_Bachkou_56762095.htm,2550000.0,Casablanca,Californie,195.0,3.0,2.0,5.0,,13076.92,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/2_mars/appartements/Studios_Neuf_36m_%C3%A0_38m_Quartiers_Des_H%C3%B4pitaux_54451973.htm,820000.0,Casablanca,2 Mars,36.0,1.0,1.0,2.0,,22777.78,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/malabata/appartements/Penthouse_avec_piscine_%C3%A0_vendre_320_m%C2%B2_%C3%A0_Tanger_57316830.htm,7680000.0,Tanger,Malabata,320.0,2.0,1.0,9.0,,24000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/oued_eddahab/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Temara_Wifak_57774654.htm,1250000.0,Témara,Oued Eddahab,94.0,3.0,1.0,4.0,,13297.87,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_43_m%C2%B2_%C3%A0_bourgogne_57526960.htm,1300000.0,Casablanca,Bourgogne,43.0,1.0,1.0,2.0,,30232.56,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/es_saada/appartements/Appartement_%C3%A0_vendre_Saada__pr%C3%A8s_de_Marjane__route_de_Casa__en_sous_sol_57202899.htm,440000.0,Marrakech,Es Saada,60.0,2.0,1.0,0.0,,7333.33,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/ksar_el_kebir/appartements/Appartement_%C3%A0_vendre_62_m%C2%B2_%C3%A0_Ksar_el_Kebir_57838539.htm,350000.0,Ksar El-Kebir,Toute la ville,62.0,2.0,2.0,3.0,,5645.16,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ouled_oujih/appartements/Appartement_chouka_%C3%A0_K%C3%A9nitra_57737886.htm,610000.0,Kénitra,Ouled Oujih,80.0,2.0,2.0,1.0,,7625.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Marrakech_57658733.htm,2330000.0,Marrakech,Guéliz,97.0,2.0,1.0,5.0,,24020.62,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/___Appartement_%C3%A0_vendre_57274849.htm,1900000.0,Marrakech,Guéliz,,2.0,2.0,0.0,,,,1,0,1,1,1,0,1,0
https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_K%C3%A9nitra_57694418.htm,390000.0,Kénitra,Bir Rami,82.0,2.0,2.0,2.0,,4756.1,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_99_m%C2%B2_%C3%A0_Casablanca_56666374.htm,950000.0,Casablanca,Sidi Maarouf,87.0,3.0,2.0,1.0,,10919.54,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_118_m%C2%B2_%C3%A0_Tanger_57323592.htm,1750000.0,Tanger,Centre Ville,118.0,2.0,2.0,5.0,,14830.51,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_K%C3%A9nitra_57694379.htm,390000.0,Kénitra,Bir Rami,75.0,2.0,2.0,2.0,,5200.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_de_100_m%C2%B2_%C3%A0_K%C3%A9nitra_le_vallon_57259093.htm,850000.0,Kénitra,Autre Secteur,100.0,3.0,2.0,1.0,,8500.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/oulfa/appartements/appartement_quartier_oulfa_57522572.htm,1300000.0,Casablanca,Oulfa,144.0,2.0,1.0,2.0,,9027.78,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/2_mars/appartements/Studio_43m_Haut_de_Gamme_Proche_Tram_57721374.htm,1000000.0,Casablanca,2 Mars,43.0,1.0,1.0,2.0,,23255.81,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/malabata/appartements/Appartement_neuf_et_moderne_sur_la_corniche_57703995.htm,1700000.0,Tanger,Malabata,100.0,2.0,2.0,1.0,,17000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_Neuf_%C3%80_Vendre_En_Plein_C_ur_De_Gu%C3%A9liz_57237204.htm,1200000.0,Marrakech,Guéliz,,1.0,1.0,1.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/agadir_oufella/appartements/Appartement_%C3%A0_vendre_pr%C3%A8s_de_la_mer__Marina_Agadir_57641567.htm,2100000.0,Agadir,Agadir Oufella,,2.0,2.0,1.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/inzegan/appartements/Appartement_%C3%A0_vendre_92_m%C2%B2_Espace_dubai_%C3%A0_Inzegan_56449562.htm,1012000.0,Inzegan,Toute la ville,92.0,3.0,1.0,3.0,,11000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/tanja_balia/appartements/Bel_Appartement_%C3%A0_vendre_de_90_m%C2%B2_%C3%A0_Tanja_Balia_55775583.htm,1260000.0,Tanger,Tanja Balia,90.0,2.0,2.0,2.0,,14000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_de_120_m%C2%B2_%C3%A0_Tanja_Balia_55801320.htm,1680000.0,Tanger,Tanja Balia,120.0,3.0,2.0,1.0,,14000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_145_m%C2%B2_%C3%A0_la_marina_casablanca_56472283.htm,3900000.0,Tanger,Autre Secteur,155.0,2.0,3.0,4.0,,25161.29,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/route_de_casablanca/appartements/Studio_Rt_Casablanca___Projet_Hermes_25_57224150.htm,760000.0,Marrakech,Route De Casablanca,,1.0,1.0,2.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_Oulad_Mtaa_57489000.htm,850000.0,Témara,Riad Oulad Mtaa,,2.0,2.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/aquouass_briech/appartements/Appartement_vue_sur_mer_%C3%A0_vendre_%C3%A0_Asilah_57843711.htm,1800000.0,Aquouass Briech,Toute la ville,133.0,3.0,2.0,2.0,,13533.83,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/oued_eddahab/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Temara_57774592.htm,1690000.0,Témara,Oued Eddahab,115.0,3.0,1.0,1.0,,14695.65,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_chrifa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2___Hay_Chrifa_57736287.htm,900000.0,Casablanca,Hay Chrifa,70.0,2.0,1.0,2.0,,12857.14,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57737998.htm,550000.0,Kénitra,Seyad,80.0,2.0,2.0,2.0,,6875.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ville_verte/appartements/Duplex_familial___269_m%C2%B2___Ville_verte_57176187.htm,4000000.0,Bouskoura,Ville Verte,184.0,3.0,3.0,,,21739.13,,1,1,1,1,0,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_57843696.htm,380000.0,Casablanca,Autre Secteur,60.0,2.0,1.0,3.0,,6333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/racine/appartements/Appartement_d_Exception_au_Dernier_%C3%89tage_56688438.htm,4500000.0,Casablanca,Racine,236.0,4.0,2.0,5.0,,19067.8,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_alliance_57675448.htm,640000.0,Kénitra,Alliance,90.0,2.0,2.0,1.0,,7111.11,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Studio_haut_standing_meubl%C3%A9_%C3%A0_vendre___Mehdia_57320245.htm,760000.0,Kénitra,Autre Secteur,56.0,1.0,1.0,2.0,,13571.43,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/jawhara/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_El_Jadida_57843678.htm,480000.0,El Jadida,Jawhara,64.0,2.0,1.0,3.0,,7500.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_de_50m%C2%B2_%C3%A0_Vendre_%C3%A0_Tanger_53397026.htm,380000.0,Tanger,Aouama Gharbia,50.0,2.0,1.0,1.0,,7600.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/mabrouka/appartements/___Appartement_%C3%A0_vendre_%C3%A0_Abwab_Marrakech_57711420.htm,420000.0,Marrakech,Mabrouka,,2.0,1.0,0.0,,,,1,0,1,1,1,0,1,0
https://www.avito.ma/fr/racine/appartements/A_vendre_un_appart_Duplex_meubl%C3%A9_avec_terrasses_56380562.htm,4300000.0,Casablanca,Racine,234.0,3.0,3.0,5.0,,18376.07,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Tanger_57778111.htm,1200000.0,Tanger,Hay Hassani,70.0,2.0,1.0,7.0,,17142.86,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/victor_hugo/appartements/Beau_Studio_Meubl%C3%A9_%C3%80_Vendre_%C3%80_Victor_Hugo_57713708.htm,780000.0,Marrakech,Victor Hugo,,1.0,1.0,3.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_%C3%A0_Berrechid_57560654.htm,640000.0,Berrechid,Toute la ville,120.0,2.0,2.0,1.0,,5333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_1971___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57245006.htm,770000.0,Casablanca,Sidi Maarouf,72.0,2.0,1.0,4.0,1971.0,10694.44,55.0,1,1,1,1,1,1,0,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_57843663.htm,1550000.0,Casablanca,Oulfa,150.0,3.0,1.0,1.0,,10333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_Marrakech_57679731.htm,1900000.0,Marrakech,Guéliz,89.0,2.0,2.0,1.0,,21348.31,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Rare_Opportunit%C3%A9__Splendide_Duplex_%C3%A0_Maarif_Extension_57765413.htm,1520000.0,Casablanca,Maârif Extension,,3.0,2.0,4.0,,,,1,0,1,1,1,0,0,0
https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Sidi_Rahal_57775612.htm,610000.0,Sidi Rahal,Toute la ville,76.0,3.0,2.0,2.0,,8026.32,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Martil_56786562.htm,750000.0,Martil,Toute la ville,116.0,2.0,2.0,1.0,,6465.52,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hoda/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Mosqu%C3%A9e_houda_57839257.htm,1170000.0,Témara,Hoda,120.0,3.0,2.0,2.0,,9750.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_Sal%C3%A9_Tabriquet_57207938.htm,1100000.0,Salé,Tabriquet,85.0,2.0,2.0,2.0,,12941.18,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_2_Mars_Casablanca_57742925.htm,1650000.0,Casablanca,2 Mars,144.0,2.0,2.0,2.0,,11458.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_Agdal___Rabat_57843643.htm,3078000.0,Témara,Wifak,170.0,4.0,2.0,2.0,,18105.88,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_2404___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_57234386.htm,2400000.0,Casablanca,Les Princesses,121.0,3.0,2.0,4.0,,19834.71,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_57516006.htm,740000.0,Casablanca,Aïn Chock,60.0,2.0,1.0,3.0,,12333.33,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/majorelle/appartements/Appartement_de_120m%C2%B2_%C3%A0_c%C3%B4t%C3%A9_jardins_Majorelle_57843620.htm,2100000.0,Marrakech,Majorelle,120.0,2.0,2.0,1.0,,17500.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_84_92_94m%C2%B2_%C3%A0_Sal%C3%A9_Al_Jadida_57535043.htm,1092000.0,Salé,Sala El Jadida,84.0,3.0,2.0,2.0,,13000.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_devant_la_nouvelle_gare_routi%C3%A8re__sans_interm%C3%A9diaire_57308329.htm,495000.0,Tanger,Autre Secteur,60.0,2.0,1.0,0.0,,8250.0,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/palmier/appartements/Studio_neuf_%C3%A0_vendre_39m%C2%B2_%C3%A0_Palmier_57737628.htm,990000.0,Casablanca,Palmier,39.0,1.0,1.0,0.0,,25384.62,,1,1,1,1,1,0,1,0
https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Al_Fadle_57843601.htm,820000.0,Marrakech,Hay Izdihar,63.0,1.0,1.0,4.0,,13015.87,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_de_90_m%C2%B2_%C3%A0_Hay_Hassani_57013189.htm,850000.0,Tanger,Hay Hassani,90.0,2.0,1.0,1.0,,9444.44,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_SALA_AL_JADIDA_57843594.htm,860000.0,Salé,Sala El Jadida,82.0,3.0,1.0,3.0,,10487.8,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_%C3%A0_Rahma_57843576.htm,360000.0,Casablanca,Aïn Chock,56.0,2.0,1.0,2.0,,6428.57,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/ksar_el_kebir/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Ksar_el_Kebir_57828372.htm,330000.0,Ksar El-Kebir,Toute la ville,80.0,2.0,2.0,4.0,,4125.0,,1,1,1,1,1,0,0,0
https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_114_m%C2%B2_%C3%A0_Casablanca_57278196.htm,1350000.0,Casablanca,2 Mars,114.0,2.0,2.0,3.0,,11842.11,,1,1,1,1,1,0,0,0
